省,市,行政代码,时间,所有问题个数,环保问题领域个数,环保_感谢个数,环保_建言个数,环保_求助个数,环保_投诉个数,环保_咨询个数,环保_积极总值,环保_消极总值,环保_感谢积极总值,环保_感谢消极总值,环保_建言积极总值,环保_建言消极总值,环保_求助积极总值,环保_求助消极总值,环保_投诉积极总值,环保_投诉消极总值,环保_咨询积极总值,环保_咨询消极总值
安徽省,淮南市,340400,2017,1044,97,,4.0,6.0,84.0,3.0,6.4196,90.5804,,,0.026600000000000002,3.9734000000000003,1.3917,4.6083,4.3896,79.6104,0.6117,2.3883
安徽省,淮南市,340400,2018,846,65,,9.0,13.0,40.0,3.0,3.7156,61.2844,,,0.5851999999999999,8.4148,1.3696,11.6304,1.1323,38.8677,0.6285000000000001,2.3715
安徽省,淮南市,340400,2019,1530,107,,4.0,22.0,75.0,6.0,2.9854,104.0147,,,0.0808,3.9192,1.4748999999999999,20.5252,1.2233,73.7767,0.2064,5.7936
安徽省,淮南市,340400,2020,4012,204,,8.0,28.0,152.0,16.0,9.7945,194.2055,,,0.8566,7.1434,3.4997000000000003,24.5003,5.3878,146.6122,0.0504,15.9496
安徽省,淮南市,340400,2021,3016,183,,10.0,27.0,134.0,12.0,9.4633,173.5367,,,1.7586,8.2414,0.6994,26.3006,6.757,127.243,0.2483,11.7517
安徽省,淮南市,340400,2022,214,8,,,2.0,5.0,1.0,0.9135,7.0865,,,,,0.1664,1.8336000000000001,0.6982,4.3018,0.0489,0.9511
安徽省,滁州市,341100,2011,119,13,,,,,13.0,0.0334,12.9666,,,,,,,,,0.0334,12.9666
安徽省,滁州市,341100,2012,64,1,,,,,1.0,0.0019,0.9981,,,,,,,,,0.0019,0.9981
安徽省,滁州市,341100,2013,90,7,,,,,7.0,0.41800000000000004,6.582,,,,,,,,,0.41800000000000004,6.582
安徽省,滁州市,341100,2014,227,15,,,4.0,10.0,1.0,2.972,12.028,,,,,2.5576,1.4424000000000001,0.4134,9.5866,0.001,0.999
安徽省,滁州市,341100,2015,505,43,1.0,6.0,10.0,23.0,3.0,5.027299999999999,37.9727,0.9514,0.0486,1.4207,4.5793,0.31779999999999997,9.6822,1.282,21.718,1.0554000000000001,1.9446
安徽省,滁州市,341100,2016,858,60,,5.0,16.0,35.0,4.0,6.0557,53.9443,,,1.2837,3.7163,2.5034,13.496599999999999,1.7052,33.2948,0.5634,3.4366000000000003
安徽省,滁州市,341100,2017,743,61,,2.0,15.0,38.0,6.0,6.3593,54.6407,,,0.0149,1.9851,1.4602000000000002,13.5398,3.6397,34.3603,1.2445,4.7555
安徽省,滁州市,341100,2018,584,29,,1.0,6.0,20.0,2.0,1.7671000000000001,27.2329,,,0.0034,0.9966,0.2062,5.7938,1.3211000000000002,18.6789,0.2364,1.7635999999999998
安徽省,滁州市,341100,2019,983,43,1.0,4.0,7.0,29.0,2.0,4.276,38.724,0.999,0.001,1.4878,2.5122,0.1712,6.8288,1.6138000000000001,27.3862,0.0042,1.9958
安徽省,滁州市,341100,2020,2802,134,2.0,4.0,20.0,86.0,22.0,8.2364,125.7636,0.1644,1.8356,0.041,3.959,0.861,19.139,4.0062,81.99380000000001,3.1638,18.836199999999998
安徽省,滁州市,341100,2021,2378,114,,3.0,18.0,91.0,2.0,6.426,107.5737,,,0.5694,2.4306,1.9609,16.038899999999998,3.7938,87.2061,0.1019,1.8981
安徽省,芜湖市,340200,2011,180,6,,,,,6.0,0.09809999999999999,5.9019,,,,,,,,,0.09809999999999999,5.9019
安徽省,芜湖市,340200,2012,262,7,,,,,7.0,0.35009999999999997,6.6499,,,,,,,,,0.35009999999999997,6.6499
安徽省,芜湖市,340200,2013,334,9,,2.0,1.0,3.0,3.0,0.4302,8.5698,,,0.24680000000000002,1.7532,0.0004,0.9996,0.181,2.819,0.002,2.998
安徽省,芜湖市,340200,2014,420,25,1.0,1.0,2.0,15.0,6.0,3.3428,21.6572,0.6606,0.3394,0.0065,0.9935,0.0028,1.9972,0.5899,14.4101,2.0829999999999997,3.917
安徽省,芜湖市,340200,2015,515,41,,4.0,8.0,27.0,2.0,2.2798,38.7202,,,0.0711,3.9289,1.0556999999999999,6.9443,0.7695000000000001,26.2305,0.3835,1.6165
安徽省,芜湖市,340200,2016,646,45,,1.0,21.0,21.0,2.0,1.4657,43.5343,,,0.0007,0.9993,0.7830999999999999,20.2169,0.6698,20.3302,0.0121,1.9879
安徽省,芜湖市,340200,2017,596,53,,4.0,8.0,41.0,,4.6278,48.3722,,,0.9652000000000001,3.0347999999999997,0.8389,7.161,2.8237,38.1764,,
安徽省,芜湖市,340200,2018,501,46,1.0,2.0,11.0,29.0,3.0,3.223,42.777,0.1085,0.8915,0.7141,1.2859,0.7481,10.2519,1.1620000000000001,27.838,0.4903,2.5097
安徽省,芜湖市,340200,2019,1303,83,1.0,6.0,20.0,48.0,8.0,4.5779,78.4221,0.1076,0.8924,0.0698,5.9302,1.0796,18.9204,2.0221999999999998,45.9778,1.2987,6.7013
安徽省,芜湖市,340200,2020,3742,190,,8.0,32.0,134.0,16.0,12.9384,177.0616,,,2.0806,5.9193999999999996,0.9494,31.0506,9.8108,124.1892,0.0976,15.9024
安徽省,芜湖市,340200,2021,3166,184,2.0,11.0,30.0,124.0,17.0,12.4792,171.5209,1.9814,0.0186,1.1447,9.8554,1.3328,28.6672,6.4018,117.5982,1.6185,15.381499999999999
安徽省,芜湖市,340200,2022,205,8,,,1.0,6.0,1.0,0.13549999999999998,7.8645,,,,,0.0203,0.9797,0.10239999999999999,5.8976,0.0128,0.9872
安徽省,蚌埠市,340300,2011,217,11,,,,,11.0,0.4047,10.5953,,,,,,,,,0.4047,10.5953
安徽省,蚌埠市,340300,2012,192,8,,,,,8.0,0.5399999999999999,7.46,,,,,,,,,0.5399999999999999,7.46
安徽省,蚌埠市,340300,2013,209,14,1.0,,1.0,6.0,6.0,2.0054,11.9946,0.0004,0.9996,,,0.0627,0.9373,0.6954,5.3046,1.2469,4.7531
安徽省,蚌埠市,340300,2014,227,15,,2.0,2.0,9.0,2.0,0.8453999999999999,14.1546,,,0.7814,1.2186,0.0168,1.9832,0.0451,8.9549,0.0021,1.9979
安徽省,蚌埠市,340300,2015,458,37,,7.0,4.0,23.0,3.0,1.8953000000000002,35.1047,,,0.5567,6.4433,0.5955,3.4045,0.3129,22.6871,0.4302,2.5698
安徽省,蚌埠市,340300,2016,712,46,,5.0,7.0,31.0,3.0,3.4007,42.5993,,,0.9877,4.0123,0.179,6.821,1.3668,29.6332,0.8672000000000001,2.1328
安徽省,蚌埠市,340300,2017,630,47,,2.0,12.0,31.0,2.0,3.1669,43.8331,,,0.1088,1.8912,1.5783,10.4217,0.5751,30.4249,0.9047,1.0953
安徽省,蚌埠市,340300,2018,664,55,,3.0,12.0,37.0,3.0,2.362,52.638,,,1.1491,1.8509,0.8441,11.1559,0.3322,36.6678,0.0366,2.9634
安徽省,蚌埠市,340300,2019,1160,63,,4.0,14.0,43.0,2.0,6.3872,56.6128,,,2.5088,1.4912,1.0155,12.9845,2.0635999999999997,40.9364,0.7992999999999999,1.2007
安徽省,蚌埠市,340300,2020,2750,216,2.0,8.0,32.0,154.0,20.0,16.2412,199.7592,1.973,0.027,0.29359999999999997,7.7064,3.0806,28.9196,9.0924,144.9076,1.8015999999999999,18.1986
安徽省,蚌埠市,340300,2021,2362,117,,4.0,26.0,76.0,11.0,3.8337000000000003,113.1663,,,0.24370000000000003,3.7563,0.9563,25.0437,2.1659,73.8341,0.4678,10.5322
安徽省,蚌埠市,340300,2022,181,5,,,3.0,2.0,,0.7496999999999999,4.2503,,,,,0.744,2.2560000000000002,0.005699999999999999,1.9943,,
安徽省,铜陵市,340700,2011,201,6,,,,,6.0,0.8308,5.1692,,,,,,,,,0.8308,5.1692
安徽省,铜陵市,340700,2012,235,8,,,,,8.0,0.1523,7.8477,,,,,,,,,0.1523,7.8477
安徽省,铜陵市,340700,2013,232,10,,,,3.0,7.0,0.9392,9.0608,,,,,,,0.0333,2.9667,0.9059,6.0941
安徽省,铜陵市,340700,2014,378,13,2.0,,2.0,8.0,1.0,1.3271,11.6729,0.7378,1.2622,,,0.011699999999999999,1.9883000000000002,0.3961,7.6039,0.1815,0.8185
安徽省,铜陵市,340700,2015,467,40,,,15.0,23.0,2.0,4.314,35.686,,,,,2.7324,12.2676,0.7885,22.2115,0.7931,1.2069
安徽省,铜陵市,340700,2016,884,50,,1.0,18.0,28.0,3.0,3.0362999999999998,46.9637,,,0.0013,0.9987,0.9863999999999999,17.0136,1.8342,26.1658,0.2144,2.7856
安徽省,铜陵市,340700,2017,661,55,2.0,2.0,10.0,38.0,3.0,6.1334,48.8666,1.642,0.358,0.6696,1.3304,2.0438,7.9562,0.8959,37.1041,0.8821,2.1179
安徽省,铜陵市,340700,2018,676,49,1.0,4.0,14.0,28.0,2.0,5.5905,43.4095,0.962,0.038,1.1016,2.8984,2.3991,11.6009,1.0222,26.977800000000002,0.1056,1.8944
安徽省,铜陵市,340700,2019,889,65,,4.0,10.0,48.0,3.0,2.2399,62.7602,,,0.19590000000000002,3.8041,0.0521,9.9479,1.9411,46.059,0.0508,2.9492000000000003
安徽省,铜陵市,340700,2020,1858,104,,10.0,20.0,58.0,16.0,5.0787,98.9214,,,1.6956,8.3044,1.5,18.5,1.1773,56.8228,0.7058,15.2942
安徽省,铜陵市,340700,2021,1650,60,,2.0,9.0,40.0,9.0,5.1974,54.8026,,,1.9912,0.0088,0.8781,8.1219,2.2039,37.7961,0.12419999999999999,8.8758
安徽省,铜陵市,340700,2022,88,2,,,2.0,,,0.0496,1.9504000000000001,,,,,0.0496,1.9504000000000001,,,,
安徽省,阜阳市,341200,2011,247,10,,,,,10.0,1.0554999999999999,8.9445,,,,,,,,,1.0554999999999999,8.9445
安徽省,阜阳市,341200,2012,220,3,,,,,3.0,0.6016,2.3984,,,,,,,,,0.6016,2.3984
安徽省,阜阳市,341200,2013,294,13,,1.0,2.0,2.0,8.0,1.0748,11.9252,,,0.0085,0.9915,0.0202,1.9798,0.0162,1.9838,1.0299,6.9701
安徽省,阜阳市,341200,2014,603,26,,5.0,7.0,13.0,1.0,2.8055999999999996,23.1944,,,0.6844,4.3156,1.264,5.736,0.8549999999999999,12.145,0.0022,0.9978
安徽省,阜阳市,341200,2015,1540,67,2.0,9.0,13.0,35.0,8.0,7.1996,59.8003,0.5521,1.4479,1.4466999999999999,7.5533,1.3441,11.6559,2.2707,32.7292,1.586,6.414
安徽省,阜阳市,341200,2016,2650,127,,10.0,39.0,61.0,17.0,9.2406,117.7595,,,1.345,8.655,2.7169,36.2831,3.3565,57.6436,1.8222,15.1778
安徽省,阜阳市,341200,2017,3312,143,2.0,4.0,30.0,99.0,8.0,12.3543,130.6459,1.1074,0.8926000000000001,0.2758,3.7241999999999997,2.2737,27.726300000000002,7.2602,91.74,1.4372,6.5628
安徽省,阜阳市,341200,2018,2958,122,,11.0,26.0,77.0,8.0,13.8353,108.1648,,,3.7862,7.2138,2.1296,23.8704,5.3867,71.6134,2.5328,5.4672
安徽省,阜阳市,341200,2019,5593,236,1.0,25.0,45.0,148.0,17.0,18.6046,217.3953,0.8299,0.1701,5.2053,19.7947,3.275,41.725,7.4573,140.5426,1.8370999999999997,15.1629
安徽省,阜阳市,341200,2020,14138,592,,30.0,88.0,396.0,78.0,33.145,558.855,,,3.399,26.601,6.9702,81.0298,17.1167,378.8833,5.6591000000000005,72.3409
安徽省,阜阳市,341200,2021,11834,502,,31.0,101.0,316.0,54.0,32.5473,469.4529,,,1.8634,29.1366,9.2678,91.7322,18.3981,297.6021,3.018,50.982
安徽省,阜阳市,341200,2022,717,25,,2.0,5.0,17.0,1.0,3.6188,21.3812,,,0.0025,1.9975,0.8919,4.1081,2.7037,14.2963,0.0207,0.9793
安徽省,马鞍山市,340500,2011,81,5,,,,,5.0,0.8112999999999999,4.1887,,,,,,,,,0.8112999999999999,4.1887
安徽省,马鞍山市,340500,2012,104,13,,,,,13.0,0.8094999999999999,12.1905,,,,,,,,,0.8094999999999999,12.1905
安徽省,马鞍山市,340500,2013,156,10,,,,2.0,8.0,0.2685,9.7315,,,,,,,0.0553,1.9447,0.2132,7.7868
安徽省,马鞍山市,340500,2014,194,7,,1.0,1.0,5.0,,0.12029999999999999,6.8797,,,0.0163,0.9837,0.0917,0.9083,0.012300000000000002,4.9877,,
安徽省,马鞍山市,340500,2015,241,18,,2.0,1.0,15.0,,1.1744,16.8256,,,0.0072,1.9928,0.0001,0.9999,1.1671,13.8329,,
安徽省,马鞍山市,340500,2016,295,17,,2.0,3.0,11.0,1.0,2.1866,14.8134,,,0.9467,1.0533000000000001,0.0905,2.9095,0.7336,10.2664,0.4158,0.5842
安徽省,马鞍山市,340500,2017,261,25,,2.0,8.0,15.0,,2.6227,22.377299999999998,,,1.8234,0.1766,0.0456,7.9544,0.7536999999999999,14.2463,,
安徽省,马鞍山市,340500,2018,336,24,,,2.0,22.0,,2.662,21.338,,,,,0.0183,1.9817,2.6437,19.3563,,
安徽省,马鞍山市,340500,2019,478,37,,3.0,11.0,22.0,1.0,2.7528,34.2472,,,0.0317,2.9683,1.1894,9.8106,1.5314,20.4686,0.0003,0.9997
安徽省,马鞍山市,340500,2020,1276,110,,,22.0,80.0,8.0,14.8802,95.1198,,,,,3.5806,18.4194,7.6238,72.3762,3.6757999999999997,4.3242
安徽省,马鞍山市,340500,2021,1279,86,,8.0,22.0,48.0,8.0,7.7561,78.2439,,,3.2261,4.7739,0.5489,21.4511,3.0539,44.9461,0.9272,7.0728
安徽省,马鞍山市,340500,2022,59,2,,,,2.0,,0.0867,1.9133,,,,,,,0.0867,1.9133,,
安徽省,黄山市,341000,2011,60,2,,,,,2.0,0.0028,1.9971999999999999,,,,,,,,,0.0028,1.9971999999999999
安徽省,黄山市,341000,2012,44,2,,,,,2.0,0.042800000000000005,1.9571999999999998,,,,,,,,,0.042800000000000005,1.9571999999999998
安徽省,黄山市,341000,2013,46,5,,,,2.0,3.0,1.349,3.651,,,,,,,0.0082,1.9918,1.3408,1.6592
安徽省,黄山市,341000,2014,76,4,,2.0,2.0,,,0.9841000000000001,3.0159,,,0.9806,1.0194,0.0034999999999999996,1.9965,,,,
安徽省,黄山市,341000,2015,112,6,,1.0,1.0,3.0,1.0,0.3657,5.6343,,,0.1459,0.8541,0.0043,0.9957,0.0018000000000000002,2.9981999999999998,0.2137,0.7863
安徽省,黄山市,341000,2016,163,14,,,5.0,9.0,,0.07050000000000001,13.9295,,,,,0.058300000000000005,4.9417,0.012199999999999999,8.9878,,
安徽省,黄山市,341000,2017,128,12,,2.0,2.0,8.0,,1.7905,10.2095,,,0.8796999999999999,1.1203,0.0027,1.9973,0.9080999999999999,7.0919,,
安徽省,黄山市,341000,2018,131,28,1.0,1.0,6.0,20.0,,1.7675,26.2325,0.9454,0.0546,0.0005,0.9995,0.0193,5.9807,0.8023,19.1977,,
安徽省,黄山市,341000,2019,214,13,,,4.0,9.0,,0.1039,12.8961,,,,,0.0581,3.9419,0.0458,8.9542,,
安徽省,黄山市,341000,2020,482,32,,4.0,6.0,20.0,2.0,4.6232,27.3768,,,2.545,1.4549999999999998,0.9778,5.0222,1.0998,18.9002,0.0006,1.9994
安徽省,黄山市,341000,2021,443,26,,1.0,3.0,21.0,1.0,0.4375,25.5625,,,0.0034,0.9966,0.2258,2.7742,0.2043,20.7957,0.004,0.996
安徽省,黄山市,341000,2022,27,2,,,,1.0,1.0,0.5252,1.4748,,,,,,,0.4477,0.5523,0.0775,0.9225
山东省,东营市,370500,2011,50,4,,,,,4.0,0.0591,3.9409,,,,,,,,,0.0591,3.9409
山东省,东营市,370500,2013,43,2,,,,1.0,1.0,0.035,1.9649999999999999,,,,,,,0.0001,0.9999,0.0349,0.9651
山东省,东营市,370500,2014,51,5,,2.0,1.0,,2.0,0.7255,4.2745,,,0.0081,1.9919,0.0792,0.9208,,,0.6382,1.3618000000000001
山东省,东营市,370500,2015,57,1,,,,1.0,,0.0032,0.9968,,,,,,,0.0032,0.9968,,
山东省,东营市,370500,2016,71,7,,1.0,2.0,3.0,1.0,0.6481,6.3519,,,0.003,0.997,0.5851,1.4148999999999998,0.048,2.952,0.012,0.988
山东省,东营市,370500,2017,63,2,,,,2.0,,0.4246,1.5754000000000001,,,,,,,0.4246,1.5754000000000001,,
山东省,东营市,370500,2018,87,7,,,1.0,6.0,,0.164,6.836,,,,,0.0529,0.9471,0.1111,5.8889,,
山东省,东营市,370500,2019,319,9,,1.0,2.0,6.0,,0.46,8.540000000000001,,,0.1167,0.8833,0.0025,1.9975,0.3408,5.6592,,
山东省,东营市,370500,2020,730,28,,,4.0,22.0,2.0,2.4064,25.593600000000002,,,,,2.0368,1.9632,0.0466,21.953400000000002,0.323,1.677
山东省,东营市,370500,2021,753,29,,,10.0,17.0,2.0,1.6653,27.3347,,,,,0.328,9.672,1.3321,15.6679,0.0052,1.9948
山东省,临沂市,371300,2011,166,10,,,,,10.0,0.5204,9.4796,,,,,,,,,0.5204,9.4796
山东省,临沂市,371300,2012,126,7,,,,,7.0,0.3717,6.6283,,,,,,,,,0.3717,6.6283
山东省,临沂市,371300,2013,136,8,,,1.0,1.0,6.0,1.0627,6.9373000000000005,,,,,0.5463,0.4537,0.5072,0.4928,0.0092,5.9908
山东省,临沂市,371300,2014,155,8,,1.0,2.0,5.0,,0.19169999999999998,7.8083,,,0.044,0.956,0.0038,1.9962,0.1439,4.8561,,
山东省,临沂市,371300,2015,198,15,,1.0,1.0,11.0,2.0,0.2346,14.7654,,,0.0004,0.9996,0.0143,0.9857,0.0441,10.9559,0.17579999999999998,1.8242
山东省,临沂市,371300,2016,217,17,,1.0,6.0,8.0,2.0,0.9301,16.0699,,,0.0004,0.9996,0.5831000000000001,5.4169,0.343,7.657,0.0036,1.9964
山东省,临沂市,371300,2017,229,22,,,9.0,12.0,1.0,1.2371,20.7629,,,,,0.8703,8.1297,0.3648,11.6352,0.002,0.998
山东省,临沂市,371300,2018,226,15,,2.0,3.0,8.0,2.0,1.0988,13.9012,,,0.1233,1.8767,0.0066,2.9934000000000003,0.7028,7.2972,0.2661,1.7339
山东省,临沂市,371300,2019,607,27,,2.0,4.0,21.0,,1.4172,25.5828,,,0.0009,1.9990999999999999,0.5249999999999999,3.475,0.8913,20.1087,,
山东省,临沂市,371300,2020,1708,74,,6.0,8.0,54.0,6.0,5.2798,68.7202,,,1.7282,4.2718,0.8598,7.1402,2.4156,51.5844,0.2762,5.7238
山东省,临沂市,371300,2021,1643,52,,,6.0,40.0,6.0,0.7829,51.2169,,,,,0.1518,5.8482,0.6075,39.3923,0.0236,5.9764
山东省,威海市,371000,2011,21,1,,,,,1.0,0.1015,0.8985,,,,,,,,,0.1015,0.8985
山东省,威海市,371000,2013,57,5,,,,1.0,4.0,0.1945,4.8055,,,,,,,0.0177,0.9823,0.17679999999999998,3.8232
山东省,威海市,371000,2014,108,9,,,1.0,8.0,,0.5073,8.4927,,,,,0.0659,0.9341,0.44139999999999996,7.5586,,
山东省,威海市,371000,2015,222,16,,,5.0,11.0,,0.3425,15.6575,,,,,0.0291,4.9709,0.3134,10.6866,,
山东省,威海市,371000,2016,356,43,,3.0,8.0,31.0,1.0,4.0761,38.9239,,,0.9299,2.0701,0.7342,7.2658,2.4107,28.5893,0.0013,0.9987
山东省,威海市,371000,2017,274,17,,1.0,5.0,11.0,,1.2957,15.7043,,,0.0001,0.9999,0.0057,4.9943,1.2899,9.7101,,
山东省,威海市,371000,2018,304,23,,2.0,6.0,14.0,1.0,1.7031,21.2969,,,0.0035,1.9965,0.7101999999999999,5.2898,0.8949,13.1051,0.0945,0.9055
山东省,威海市,371000,2019,641,28,,2.0,6.0,17.0,3.0,3.3096,24.6904,,,0.009899999999999999,1.9901,1.5092,4.4908,0.9689,16.0311,0.8216,2.1784
山东省,威海市,371000,2020,1792,78,,10.0,12.0,48.0,8.0,10.6172,67.3828,,,4.5405999999999995,5.4594000000000005,1.8645999999999998,10.1354,4.0512,43.9488,0.16079999999999997,7.8392
山东省,威海市,371000,2021,1565,86,,8.0,15.0,54.0,9.0,4.9601,81.0399,,,0.2422,7.7578,1.9099000000000002,13.0901,1.5723999999999998,52.4276,1.2356,7.7644
山东省,德州市,371400,2011,130,5,1.0,,,,4.0,1.5027,3.4973,0.988,0.012,,,,,,,0.5147,3.4853
山东省,德州市,371400,2012,115,9,,,,,9.0,0.6876,8.3124,,,,,,,,,0.6876,8.3124
山东省,德州市,371400,2013,196,3,,,,2.0,1.0,0.0176,2.9824,,,,,,,0.0148,1.9851999999999999,0.0028,0.9972
山东省,德州市,371400,2014,554,27,,1.0,3.0,21.0,2.0,2.7582,24.2418,,,0.0002,0.9998,0.18,2.8200000000000003,1.6269,19.3731,0.9511,1.0489
山东省,德州市,371400,2015,597,44,,4.0,7.0,24.0,9.0,2.2032000000000003,41.7968,,,0.9863,3.0137,0.4718,6.5282,0.37970000000000004,23.6203,0.3654,8.6346
山东省,德州市,371400,2016,719,41,,2.0,11.0,23.0,5.0,2.5803,38.4197,,,0.9704,1.0296,0.6073,10.3927,0.2468,22.7532,0.7557999999999999,4.2442
山东省,德州市,371400,2017,590,36,,1.0,8.0,18.0,9.0,6.0446,29.9554,,,0.9027,0.0973,1.5677999999999999,6.4322,0.2515,17.7485,3.3226,5.6774000000000004
山东省,德州市,371400,2018,432,13,,1.0,3.0,9.0,,0.0977,12.9023,,,0.0005,0.9995,0.0582,2.9417999999999997,0.039,8.961,,
山东省,德州市,371400,2019,690,24,,4.0,6.0,11.0,3.0,1.7112,22.2889,,,0.6501,3.3499,0.9773000000000001,5.0228,0.0714,10.9286,0.012400000000000001,2.9876
山东省,德州市,371400,2020,2399,44,,4.0,4.0,32.0,4.0,2.4194,41.5806,,,0.042800000000000005,3.9572000000000003,1.2571999999999999,2.7428,0.9486,31.0514,0.1708,3.8292
山东省,德州市,371400,2021,3266,58,,2.0,12.0,37.0,7.0,6.8115,51.1885,,,0.0026,1.9974,2.3602,9.6398,2.0595,34.9405,2.3892,4.6108
山东省,日照市,371100,2011,168,6,,,,,6.0,1.2274,4.7726,,,,,,,,,1.2274,4.7726
山东省,日照市,371100,2012,180,7,,,,,7.0,0.0216,6.978400000000001,,,,,,,,,0.0216,6.978400000000001
山东省,日照市,371100,2013,227,10,,,1.0,3.0,6.0,0.3332,9.6668,,,,,0.0075,0.9925,0.0075,2.9924999999999997,0.3182,5.6818
山东省,日照市,371100,2014,227,20,,3.0,2.0,13.0,2.0,1.1367,18.8633,,,0.8210000000000001,2.179,0.0031,1.9969000000000001,0.23349999999999999,12.7665,0.07909999999999999,1.9209
山东省,日照市,371100,2015,312,36,,4.0,4.0,23.0,5.0,4.2404,31.7596,,,2.0385,1.9615,0.0015,3.9985,1.9469,21.0531,0.2535,4.7465
山东省,日照市,371100,2016,976,103,,15.0,20.0,63.0,5.0,7.4246,95.5755,,,1.1092,13.8908,1.9311,18.0689,3.5883,59.4118,0.7959999999999999,4.204
山东省,日照市,371100,2017,3432,211,1.0,8.0,30.0,148.0,24.0,17.2357,193.7644,0.7374,0.2626,0.7202,7.2798,3.1128,26.8872,7.7573,140.2428,4.9079999999999995,19.092
山东省,日照市,371100,2018,4961,202,2.0,12.0,32.0,135.0,21.0,22.5335,179.4665,1.8986999999999998,0.1013,0.6971999999999999,11.3028,3.4055,28.5945,13.6119,121.3881,2.9202,18.0798
山东省,日照市,371100,2019,3056,149,,10.0,39.0,87.0,13.0,15.7919,133.2081,,,2.0895,7.9105,4.9067,34.0933,5.3951,81.6049,3.4006,9.5994
山东省,日照市,371100,2020,6853,172,,22.0,26.0,98.0,26.0,11.9199,160.0801,,,4.0804,17.9196,1.373,24.627,2.1875,95.8125,4.279,21.721
山东省,日照市,371100,2021,4534,131,,15.0,22.0,90.0,4.0,9.491200000000001,121.5088,,,1.2134,13.7866,2.5789,19.4211,5.6939,84.3061,0.005,3.995
山东省,枣庄市,370400,2011,68,1,,,,,1.0,0.0012,0.9988,,,,,,,,,0.0012,0.9988
山东省,枣庄市,370400,2012,44,1,,,,,1.0,0.0116,0.9884,,,,,,,,,0.0116,0.9884
山东省,枣庄市,370400,2013,44,1,,,,1.0,,0.0034,0.9966,,,,,,,0.0034,0.9966,,
山东省,枣庄市,370400,2015,70,11,,1.0,3.0,7.0,,1.0885,9.9115,,,0.001,0.999,0.0276,2.9724,1.0599,5.9401,,
山东省,枣庄市,370400,2016,105,13,,3.0,2.0,7.0,1.0,0.3243,12.6757,,,0.2587,2.7413,0.016900000000000002,1.9830999999999999,0.0482,6.9518,0.0005,0.9995
山东省,枣庄市,370400,2017,84,13,,,3.0,10.0,,0.478,12.522,,,,,0.3091,2.6909,0.1689,9.8311,,
山东省,枣庄市,370400,2018,102,11,,3.0,,7.0,1.0,0.126,10.874,,,0.0476,2.9524,,,0.0727,6.9273,0.0057,0.9943
山东省,枣庄市,370400,2019,317,30,,,10.0,16.0,4.0,3.1685,26.831500000000002,,,,,1.7515,8.2485,1.2487,14.7513,0.16829999999999998,3.8317
山东省,枣庄市,370400,2020,765,32,,,4.0,22.0,6.0,1.853,30.147,,,,,0.0142,3.9858000000000002,0.78,21.22,1.0588,4.9412
山东省,枣庄市,370400,2021,998,76,2.0,2.0,17.0,51.0,4.0,11.366,64.634,1.9648,0.0352,0.2658,1.7342,1.1635,15.8365,6.8165000000000004,44.1835,1.1554,2.8446
山东省,泰安市,370900,2011,114,4,,,,,4.0,0.0288,3.9712,,,,,,,,,0.0288,3.9712
山东省,泰安市,370900,2012,96,1,,,,,1.0,0.0,1.0,,,,,,,,,0.0,1.0
山东省,泰安市,370900,2013,99,2,,,2.0,,,0.0012000000000000001,1.9988000000000001,,,,,0.0012000000000000001,1.9988000000000001,,,,
山东省,泰安市,370900,2014,193,12,,2.0,1.0,9.0,,0.7270000000000001,11.273,,,0.5285,1.4715,0.0935,0.9065,0.105,8.895,,
山东省,泰安市,370900,2015,248,30,,5.0,5.0,17.0,3.0,2.2427,27.7573,,,0.07390000000000001,4.9261,0.32989999999999997,4.6701,1.3977,15.6023,0.4412,2.5588
山东省,泰安市,370900,2016,247,18,,3.0,5.0,9.0,1.0,1.0082,16.9918,,,0.8452999999999999,2.1547,0.0635,4.9365,0.0311,8.9689,0.0683,0.9317
山东省,泰安市,370900,2017,274,26,,2.0,3.0,20.0,1.0,1.0793,24.9207,,,0.3444,1.6556,0.0689,2.9311,0.6562,19.3438,0.0098,0.9902
山东省,泰安市,370900,2018,264,17,,,4.0,12.0,1.0,0.7605000000000001,16.2395,,,,,0.1548,3.8452,0.5437,11.4563,0.062,0.938
山东省,泰安市,370900,2019,687,41,,2.0,7.0,30.0,2.0,1.5632,39.4368,,,0.6513,1.3487,0.2516,6.7483,0.5823,29.4178,0.078,1.9220000000000002
山东省,泰安市,370900,2020,2066,86,,2.0,24.0,52.0,8.0,2.0506,83.9494,,,0.0028,1.9972,0.1258,23.874200000000002,0.4736,51.5264,1.4484,6.5516000000000005
山东省,泰安市,370900,2021,2573,80,,2.0,15.0,56.0,7.0,6.7023,73.2979,,,0.2606,1.7394,3.6725,11.3275,2.6921,53.3081,0.0771,6.9229
山东省,济南市,370100,2011,183,5,,,,,5.0,0.0601,4.9399,,,,,,,,,0.0601,4.9399
山东省,济南市,370100,2012,128,7,,,,,7.0,0.09989999999999999,6.9001,,,,,,,,,0.09989999999999999,6.9001
山东省,济南市,370100,2013,124,7,,1.0,,1.0,5.0,0.6939,6.3061,,,0.1181,0.8819,,,0.0846,0.9154,0.4912,4.5088
山东省,济南市,370100,2014,185,7,,,,7.0,,0.059199999999999996,6.9408,,,,,,,0.059199999999999996,6.9408,,
